BankType,ChannelType,MonthYear,M_Value,MeasureName,TransType
Non-bank,Others,FEB 2012,841.11,volume_k,e-Payments (Royal Decree)
Bank,Counter,MAR 2012,857.85,volume_k,e-Payments (Royal Decree)
Bank,ATM,MAR 2012,32258.17,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAR 2012,19200.51,volume_k,e-Payments (Royal Decree)
Bank,Internet,MAR 2012,10374.66,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,MAR 2012,2706.34,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,MAR 2012,848.12,volume_k,e-Payments (Royal Decree)
Bank,Telephone,MAR 2012,271.44,volume_k,e-Payments (Royal Decree)
Bank,Others,MAR 2012,2.47,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,MAR 2012,829.93,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAR 2012,9004.21,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,MAR 2012,12291.84,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAR 2012,88.12,volume_k,e-Payments (Royal Decree)
Non-bank,Others,MAR 2012,764.24,volume_k,e-Payments (Royal Decree)
Bank,Counter,APR 2012,763.35,volume_k,e-Payments (Royal Decree)
Bank,ATM,APR 2012,28748.19,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,APR 2012,19068.33,volume_k,e-Payments (Royal Decree)
Bank,Internet,APR 2012,9181.01,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,APR 2012,2553.35,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,APR 2012,788.69,volume_k,e-Payments (Royal Decree)
Bank,Telephone,APR 2012,503.41,volume_k,e-Payments (Royal Decree)
Bank,Others,APR 2012,2.48,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,APR 2012,584.81,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,APR 2012,9323.7,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,APR 2012,11370.21,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,APR 2012,87.06,volume_k,e-Payments (Royal Decree)
Non-bank,Others,APR 2012,776.79,volume_k,e-Payments (Royal Decree)
Bank,Counter,MAY 2012,881.12,volume_k,e-Payments (Royal Decree)
Bank,ATM,MAY 2012,30081.7,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAY 2012,19159.06,volume_k,e-Payments (Royal Decree)
Bank,Internet,MAY 2012,10305.3,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,MAY 2012,2840.66,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,MAY 2012,812.42,volume_k,e-Payments (Royal Decree)
Bank,Telephone,MAY 2012,549.29,volume_k,e-Payments (Royal Decree)
Bank,Others,MAY 2012,2.79,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,MAY 2012,831.12,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAY 2012,9376.91,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,MAY 2012,11779.21,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAY 2012,95.56,volume_k,e-Payments (Royal Decree)
Non-bank,Others,MAY 2012,799.35,volume_k,e-Payments (Royal Decree)
Bank,Counter,JUN 2012,833.76,volume_k,e-Payments (Royal Decree)
Bank,ATM,JUN 2012,30425.44,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUN 2012,18529.78,volume_k,e-Payments (Royal Decree)
Bank,Internet,JUN 2012,10439.86,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JUN 2012,2933.54,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JUN 2012,778.63,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JUN 2012,533.2,volume_k,e-Payments (Royal Decree)
Bank,Others,JUN 2012,2.9,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,JUN 2012,872.9,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUN 2012,8743.49,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,JUN 2012,11727.35,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUN 2012,97.39,volume_k,e-Payments (Royal Decree)
Non-bank,Others,JUN 2012,770.01,volume_k,e-Payments (Royal Decree)
Bank,Counter,JUL 2012,902.06,volume_k,e-Payments (Royal Decree)
Bank,ATM,JUL 2012,31395.9,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUL 2012,20118.21,volume_k,e-Payments (Royal Decree)
Bank,Internet,JUL 2012,10872.02,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JUL 2012,3130.23,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JUL 2012,789.14,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JUL 2012,256.75,volume_k,e-Payments (Royal Decree)
Bank,Others,JUL 2012,3.67,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,JUL 2012,938.0,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUL 2012,9549.7,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,JUL 2012,11977.48,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUL 2012,100.15,volume_k,e-Payments (Royal Decree)
Non-bank,Others,JUL 2012,804.98,volume_k,e-Payments (Royal Decree)
Bank,Counter,AUG 2012,858.28,volume_k,e-Payments (Royal Decree)
Bank,ATM,AUG 2012,31134.72,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,AUG 2012,19847.7,volume_k,e-Payments (Royal Decree)
Bank,Internet,AUG 2012,11069.65,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,AUG 2012,3253.53,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,AUG 2012,783.65,volume_k,e-Payments (Royal Decree)
Bank,Telephone,AUG 2012,253.36,volume_k,e-Payments (Royal Decree)
Bank,Others,AUG 2012,4.23,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,AUG 2012,859.85,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,AUG 2012,9349.88,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,AUG 2012,11984.13,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,AUG 2012,103.88,volume_k,e-Payments (Royal Decree)
Non-bank,Others,AUG 2012,863.06,volume_k,e-Payments (Royal Decree)
Bank,Counter,SEP 2012,815.4,volume_k,e-Payments (Royal Decree)
Bank,ATM,SEP 2012,31134.71,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,SEP 2012,18585.42,volume_k,e-Payments (Royal Decree)
Bank,Internet,SEP 2012,11045.39,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,SEP 2012,3339.02,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,SEP 2012,762.64,volume_k,e-Payments (Royal Decree)
Bank,Telephone,SEP 2012,246.63,volume_k,e-Payments (Royal Decree)
Bank,Others,SEP 2012,5.01,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,SEP 2012,851.76,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,SEP 2012,8692.09,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,SEP 2012,11417.46,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,SEP 2012,106.69,volume_k,e-Payments (Royal Decree)
Non-bank,Others,SEP 2012,786.52,volume_k,e-Payments (Royal Decree)
Bank,Counter,OCT 2012,919.04,volume_k,e-Payments (Royal Decree)
Bank,ATM,OCT 2012,31679.91,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,OCT 2012,20794.68,volume_k,e-Payments (Royal Decree)
Bank,Internet,OCT 2012,11880.81,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,OCT 2012,3546.26,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,OCT 2012,816.01,volume_k,e-Payments (Royal Decree)
Bank,Telephone,OCT 2012,252.51,volume_k,e-Payments (Royal Decree)
Bank,Others,OCT 2012,6.15,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,OCT 2012,838.07,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,OCT 2012,9759.32,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,OCT 2012,12210.59,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,OCT 2012,115.76,volume_k,e-Payments (Royal Decree)
Non-bank,Others,OCT 2012,1142.15,volume_k,e-Payments (Royal Decree)
Bank,Counter,NOV 2012,892.72,volume_k,e-Payments (Royal Decree)
Bank,ATM,NOV 2012,31558.86,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,NOV 2012,19958.26,volume_k,e-Payments (Royal Decree)
Bank,Internet,NOV 2012,11801.61,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,NOV 2012,3542.66,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,NOV 2012,779.03,volume_k,e-Payments (Royal Decree)
Bank,Telephone,NOV 2012,239.51,volume_k,e-Payments (Royal Decree)
Bank,Others,NOV 2012,6.82,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,NOV 2012,801.11,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,NOV 2012,9183.12,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,NOV 2012,12621.93,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,NOV 2012,115.99,volume_k,e-Payments (Royal Decree)
Non-bank,Others,NOV 2012,1156.29,volume_k,e-Payments (Royal Decree)
Bank,Counter,DEC 2012,846.68,volume_k,e-Payments (Royal Decree)
Bank,ATM,DEC 2012,32625.04,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,DEC 2012,21871.3,volume_k,e-Payments (Royal Decree)
Bank,Internet,DEC 2012,11997.11,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,DEC 2012,3681.35,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,DEC 2012,812.45,volume_k,e-Payments (Royal Decree)
Bank,Telephone,DEC 2012,233.72,volume_k,e-Payments (Royal Decree)
Bank,Others,DEC 2012,6.87,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,DEC 2012,715.07,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,DEC 2012,10627.27,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,DEC 2012,13404.5,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,DEC 2012,123.05,volume_k,e-Payments (Royal Decree)
Non-bank,Others,DEC 2012,898.29,volume_k,e-Payments (Royal Decree)
Bank,Counter,JAN 2013,927.31,volume_k,e-Payments (Royal Decree)
Bank,ATM,JAN 2013,27928.9,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JAN 2013,22746.08,volume_k,e-Payments (Royal Decree)
Bank,Internet,JAN 2013,12675.73,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JAN 2013,3705.41,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JAN 2013,827.74,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JAN 2013,235.67,volume_k,e-Payments (Royal Decree)
Bank,Others,JAN 2013,7.16,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,JAN 2013,712.79,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JAN 2013,9819.11,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,JAN 2013,13109.29,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JAN 2013,127.64,volume_k,e-Payments (Royal Decree)
Non-bank,Others,JAN 2013,863.69,volume_k,e-Payments (Royal Decree)
Bank,Counter,FEB 2013,817.26,volume_k,e-Payments (Royal Decree)
Bank,ATM,FEB 2013,27347.0,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,FEB 2013,20366.07,volume_k,e-Payments (Royal Decree)
Bank,Internet,FEB 2013,12303.51,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,FEB 2013,3683.35,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,FEB 2013,843.63,volume_k,e-Payments (Royal Decree)
Bank,Telephone,FEB 2013,215.05,volume_k,e-Payments (Royal Decree)
Bank,Others,FEB 2013,7.53,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,FEB 2013,767.17,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,FEB 2013,8364.02,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,FEB 2013,11964.63,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,FEB 2013,121.59,volume_k,e-Payments (Royal Decree)
Non-bank,Others,FEB 2013,1528.57,volume_k,e-Payments (Royal Decree)
Bank,Counter,MAR 2013,830.23,volume_k,e-Payments (Royal Decree)
Bank,ATM,MAR 2013,29754.44,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAR 2013,21884.69,volume_k,e-Payments (Royal Decree)
Bank,Internet,MAR 2013,13542.06,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,MAR 2013,4276.02,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,MAR 2013,877.54,volume_k,e-Payments (Royal Decree)
Bank,Telephone,MAR 2013,234.1,volume_k,e-Payments (Royal Decree)
Bank,Others,MAR 2013,9.34,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,MAR 2013,742.37,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAR 2013,10075.89,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,MAR 2013,13196.07,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAR 2013,137.72,volume_k,e-Payments (Royal Decree)
Non-bank,Others,MAR 2013,1110.27,volume_k,e-Payments (Royal Decree)
Bank,Counter,APR 2013,782.93,volume_k,e-Payments (Royal Decree)
Bank,ATM,APR 2013,26334.03,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,APR 2013,22387.92,volume_k,e-Payments (Royal Decree)
Bank,Internet,APR 2013,12596.0,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,APR 2013,4021.02,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,APR 2013,795.06,volume_k,e-Payments (Royal Decree)
Bank,Telephone,APR 2013,220.05,volume_k,e-Payments (Royal Decree)
Bank,Others,APR 2013,7.87,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,APR 2013,550.33,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,APR 2013,10309.0,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,APR 2013,12440.66,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,APR 2013,130.81,volume_k,e-Payments (Royal Decree)
Non-bank,Others,APR 2013,792.88,volume_k,e-Payments (Royal Decree)
Bank,Counter,MAY 2013,787.0,volume_k,e-Payments (Royal Decree)
Bank,ATM,MAY 2013,29024.7,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAY 2013,22121.66,volume_k,e-Payments (Royal Decree)
Bank,Internet,MAY 2013,13501.34,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,MAY 2013,4476.44,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,MAY 2013,800.41,volume_k,e-Payments (Royal Decree)
Bank,Telephone,MAY 2013,221.35,volume_k,e-Payments (Royal Decree)
Bank,Others,MAY 2013,8.11,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,MAY 2013,687.36,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAY 2013,10228.36,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,MAY 2013,13323.25,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAY 2013,137.22,volume_k,e-Payments (Royal Decree)
Non-bank,Others,MAY 2013,753.55,volume_k,e-Payments (Royal Decree)
Bank,Counter,JUN 2013,716.54,volume_k,e-Payments (Royal Decree)
Bank,ATM,JUN 2013,29411.74,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUN 2013,21284.59,volume_k,e-Payments (Royal Decree)
Bank,Internet,JUN 2013,13427.83,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JUN 2013,4561.44,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JUN 2013,795.99,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JUN 2013,209.32,volume_k,e-Payments (Royal Decree)
Bank,Others,JUN 2013,8.46,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,JUN 2013,718.46,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUN 2013,9613.19,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,JUN 2013,13116.18,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUN 2013,147.02,volume_k,e-Payments (Royal Decree)
Non-bank,Others,JUN 2013,798.67,volume_k,e-Payments (Royal Decree)
Bank,Counter,JUL 2013,764.95,volume_k,e-Payments (Royal Decree)
Bank,ATM,JUL 2013,33251.22,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUL 2013,23566.38,volume_k,e-Payments (Royal Decree)
Bank,Internet,JUL 2013,14663.98,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JUL 2013,4874.26,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JUL 2013,777.05,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JUL 2013,216.9,volume_k,e-Payments (Royal Decree)
Bank,Others,JUL 2013,8.83,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,JUL 2013,800.29,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUL 2013,10334.48,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,JUL 2013,13528.54,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUL 2013,144.22,volume_k,e-Payments (Royal Decree)
Non-bank,Others,JUL 2013,783.54,volume_k,e-Payments (Royal Decree)
Bank,Counter,AUG 2013,714.16,volume_k,e-Payments (Royal Decree)
Bank,ATM,AUG 2013,33911.46,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,AUG 2013,22620.43,volume_k,e-Payments (Royal Decree)
Bank,Internet,AUG 2013,15948.78,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,AUG 2013,5171.84,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,AUG 2013,751.86,volume_k,e-Payments (Royal Decree)
Bank,Telephone,AUG 2013,207.69,volume_k,e-Payments (Royal Decree)
Bank,Others,AUG 2013,9.07,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,AUG 2013,778.68,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,AUG 2013,10152.34,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,AUG 2013,14655.34,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,AUG 2013,142.6,volume_k,e-Payments (Royal Decree)
Non-bank,Others,AUG 2013,774.94,volume_k,e-Payments (Royal Decree)
Bank,Counter,SEP 2013,717.29,volume_k,e-Payments (Royal Decree)
Bank,ATM,SEP 2013,33315.08,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,SEP 2013,22239.54,volume_k,e-Payments (Royal Decree)
Bank,Internet,SEP 2013,16088.06,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,SEP 2013,5203.53,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,SEP 2013,739.27,volume_k,e-Payments (Royal Decree)
Bank,Telephone,SEP 2013,197.61,volume_k,e-Payments (Royal Decree)
Bank,Others,SEP 2013,9.34,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,SEP 2013,779.82,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,SEP 2013,10051.35,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,SEP 2013,14870.13,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,SEP 2013,139.93,volume_k,e-Payments (Royal Decree)
Non-bank,Others,SEP 2013,800.89,volume_k,e-Payments (Royal Decree)
Bank,Counter,OCT 2013,726.25,volume_k,e-Payments (Royal Decree)
Bank,ATM,OCT 2013,30779.38,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,OCT 2013,22898.45,volume_k,e-Payments (Royal Decree)
Bank,Internet,OCT 2013,16301.73,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,OCT 2013,5673.7,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,OCT 2013,750.62,volume_k,e-Payments (Royal Decree)
Bank,Telephone,OCT 2013,197.18,volume_k,e-Payments (Royal Decree)
Bank,Others,OCT 2013,9.6,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,OCT 2013,674.94,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,OCT 2013,10128.5,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,OCT 2013,15392.72,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,OCT 2013,144.66,volume_k,e-Payments (Royal Decree)
Non-bank,Others,OCT 2013,824.64,volume_k,e-Payments (Royal Decree)
Bank,Counter,NOV 2013,698.21,volume_k,e-Payments (Royal Decree)
Bank,ATM,NOV 2013,30533.84,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,NOV 2013,22350.85,volume_k,e-Payments (Royal Decree)
Bank,Internet,NOV 2013,16091.6,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,NOV 2013,5632.54,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,NOV 2013,718.54,volume_k,e-Payments (Royal Decree)
Bank,Telephone,NOV 2013,188.27,volume_k,e-Payments (Royal Decree)
Bank,Others,NOV 2013,6.19,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,NOV 2013,671.92,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,NOV 2013,9861.65,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,NOV 2013,15351.27,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,NOV 2013,139.87,volume_k,e-Payments (Royal Decree)
Non-bank,Others,NOV 2013,790.97,volume_k,e-Payments (Royal Decree)
Bank,Counter,DEC 2013,678.12,volume_k,e-Payments (Royal Decree)
Bank,ATM,DEC 2013,31067.02,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,DEC 2013,24264.55,volume_k,e-Payments (Royal Decree)
Bank,Internet,DEC 2013,16427.87,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,DEC 2013,5919.06,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,DEC 2013,718.51,volume_k,e-Payments (Royal Decree)
Bank,Telephone,DEC 2013,192.68,volume_k,e-Payments (Royal Decree)
Bank,Others,DEC 2013,6.48,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,DEC 2013,617.79,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,DEC 2013,11251.9,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,DEC 2013,15951.59,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,DEC 2013,146.93,volume_k,e-Payments (Royal Decree)
Non-bank,Others,DEC 2013,847.74,volume_k,e-Payments (Royal Decree)
Bank,Counter,JAN 2014,783.14,volume_k,e-Payments (Royal Decree)
Bank,ATM,JAN 2014,33236.46,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JAN 2014,24425.34,volume_k,e-Payments (Royal Decree)
Bank,Internet,JAN 2014,16927.36,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JAN 2014,6168.46,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JAN 2014,685.54,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JAN 2014,182.61,volume_k,e-Payments (Royal Decree)
Bank,Others,JAN 2014,6.64,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,JAN 2014,614.45,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JAN 2014,10063.47,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,JAN 2014,15738.03,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JAN 2014,149.16,volume_k,e-Payments (Royal Decree)
Non-bank,Others,JAN 2014,786.73,volume_k,e-Payments (Royal Decree)
Bank,Counter,FEB 2014,679.32,volume_k,e-Payments (Royal Decree)
Bank,ATM,FEB 2014,32478.09,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,FEB 2014,21462.26,volume_k,e-Payments (Royal Decree)
Bank,Internet,FEB 2014,15811.53,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,FEB 2014,6456.69,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,FEB 2014,654.2,volume_k,e-Payments (Royal Decree)
Bank,Telephone,FEB 2014,166.74,volume_k,e-Payments (Royal Decree)
Bank,Others,FEB 2014,6.62,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,FEB 2014,653.14,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,FEB 2014,9231.88,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,FEB 2014,14777.25,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,FEB 2014,140.38,volume_k,e-Payments (Royal Decree)
Non-bank,Others,FEB 2014,804.03,volume_k,e-Payments (Royal Decree)
Bank,Counter,MAR 2014,738.89,volume_k,e-Payments (Royal Decree)
Bank,ATM,MAR 2014,35500.79,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAR 2014,24364.63,volume_k,e-Payments (Royal Decree)
Bank,Internet,MAR 2014,16127.56,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,MAR 2014,7572.74,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,MAR 2014,688.27,volume_k,e-Payments (Royal Decree)
Bank,Telephone,MAR 2014,181.09,volume_k,e-Payments (Royal Decree)
Bank,Others,MAR 2014,6.82,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,MAR 2014,653.52,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAR 2014,10752.25,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,MAR 2014,16442.76,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAR 2014,157.4,volume_k,e-Payments (Royal Decree)
Non-bank,Others,MAR 2014,830.71,volume_k,e-Payments (Royal Decree)
Bank,Counter,APR 2014,670.06,volume_k,e-Payments (Royal Decree)
Bank,ATM,APR 2014,31321.63,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,APR 2014,23621.01,volume_k,e-Payments (Royal Decree)
